Type of Scheduler: Round Robin
Number of Processes: 4
Quantum time: 3

1,0,3
2,3,6
3,6,9
4,9,12
1,12,14
3,14,17
4,17,20
3,20,22

0,5,-,-,-,P1,0,0,0,0,
1,4,3,-,-,P1,0,1,0,0,P2 
2,3,3,8,-,P1,0,2,1,0,P2 P3 
3,2,3,8,6,P2,1,2,2,1,P1 P3 P4 
4,2,2,8,6,P2,2,2,3,2,P1 P3 P4 
5,2,1,8,6,P2,3,2,4,3,P1 P3 P4 
6,2,0,8,6,P3,4,2,4,4,P1 P4 
7,2,0,7,6,P3,5,2,4,5,P1 P4 
8,2,0,6,6,P3,6,2,4,6,P1 P4 
9,2,0,5,6,P4,7,2,5,6,P1 P3 
10,2,0,5,5,P4,8,2,6,6,P1 P3 
11,2,0,5,4,P4,9,2,7,6,P1 P3 
12,2,0,5,3,P1,9,2,8,7,P3 P4 
13,1,0,5,3,P1,9,2,9,8,P3 P4 
14,0,0,5,3,P3,9,2,9,9,P4 
15,0,0,4,3,P3,9,2,9,10,P4 
16,0,0,3,3,P3,9,2,9,11,P4 
17,0,0,2,3,P4,9,2,10,11,P3 
18,0,0,2,2,P4,9,2,11,11,P3 
19,0,0,2,1,P4,9,2,12,11,P3 
20,0,0,2,0,P3,9,2,12,11,
21,0,0,1,0,P3,9,2,12,11,
22,0,0,0,0,P0,9,2,12,11,
