Type of Scheduler: Priority Low -> High(Preemptive)
Number of Processes: 4

1,0,6
3,6,11
4,11,15
2,15,17

0,6,-,-,-,P1,0,0,0,0,
1,5,2,-,-,P1,0,1,0,0,P2 
2,4,2,5,-,P1,0,2,1,0,P2 P3 
3,3,2,5,4,P1,0,3,2,1,P2 P3 P4 
4,2,2,5,4,P1,0,4,3,2,P2 P3 P4 
5,1,2,5,4,P1,0,5,4,3,P2 P3 P4 
6,0,2,5,4,P3,0,6,4,4,P2 P4 
7,0,2,4,4,P3,0,7,4,5,P2 P4 
8,0,2,3,4,P3,0,8,4,6,P2 P4 
9,0,2,2,4,P3,0,9,4,7,P2 P4 
10,0,2,1,4,P3,0,10,4,8,P2 P4 
11,0,2,0,4,P4,0,11,4,8,P2 
12,0,2,0,3,P4,0,12,4,8,P2 
13,0,2,0,2,P4,0,13,4,8,P2 
14,0,2,0,1,P4,0,14,4,8,P2 
15,0,2,0,0,P2,0,14,4,8,
16,0,1,0,0,P2,0,14,4,8,
17,0,0,0,0,P0,0,14,4,8,
