Type of Scheduler: Priority High -> Low(Preemptive)
Number of Processes: 4

1,0,2
3,2,7
4,7,11
1,11,16
2,16,18

0,7,-,-,-,P1,0,0,0,0,
1,6,2,-,-,P1,0,1,0,0,P2 
2,5,2,5,-,P3,1,2,0,0,P1 P2 
3,5,2,4,4,P3,2,3,0,1,P1 P2 P4 
4,5,2,3,4,P3,3,4,0,2,P1 P2 P4 
5,5,2,2,4,P3,4,5,0,3,P1 P2 P4 
6,5,2,1,4,P3,5,6,0,4,P1 P2 P4 
7,5,2,0,4,P4,6,7,0,4,P1 P2 
8,5,2,0,3,P4,7,8,0,4,P1 P2 
9,5,2,0,2,P4,8,9,0,4,P1 P2 
10,5,2,0,1,P4,9,10,0,4,P1 P2 
11,5,2,0,0,P1,9,11,0,4,P2 
12,4,2,0,0,P1,9,12,0,4,P2 
13,3,2,0,0,P1,9,13,0,4,P2 
14,2,2,0,0,P1,9,14,0,4,P2 
15,1,2,0,0,P1,9,15,0,4,P2 
16,0,2,0,0,P2,9,15,0,4,
17,0,1,0,0,P2,9,15,0,4,
18,0,0,0,0,P0,9,15,0,4,
