Type of Scheduler: Priority Low -> High(Non-Preemptive)
Number of Processes: 4

1,0,7
3,7,12
2,12,14
4,14,18

0,7,-,-,-,P1,0,-,-,-,P1 
1,6,2,-,-,P1,0,0,-,-,P2 
2,5,2,5,-,P1,0,1,0,-,P2 P3 
3,4,2,5,4,P1,0,2,1,0,P2 P3 P4 
4,3,2,5,4,P1,0,3,2,1,P2 P3 P4 
5,2,2,5,4,P1,0,4,3,2,P2 P3 P4 
6,1,2,5,4,P1,0,5,4,3,P2 P3 P4 
7,0,2,5,4,P1,0,6,5,4,P2 P3 P4 
8,0,2,4,4,P3,0,7,5,5,P2 P4 
9,0,2,3,4,P3,0,8,5,6,P2 P4 
10,0,2,2,4,P3,0,9,5,7,P2 P4 
11,0,2,1,4,P3,0,10,5,8,P2 P4 
12,0,2,0,4,P2,0,11,5,9,P2 P4 
13,0,1,0,4,P2,0,11,5,10,P4 
14,0,0,0,4,P2,0,11,5,11,P4 
15,0,0,0,3,P4,0,11,5,11,
16,0,0,0,2,P4,0,11,5,11,
17,0,0,0,1,P4,0,11,5,11,
18,0,0,0,0,P4,0,11,5,11,
