Type of Scheduler: Round Robin
Number of Processes: 4
Quantum time: 3

4,0,3
3,3,6
4,6,8
3,8,10
1,10,11
2,11,14
2,14,15

0,-,-,-,5,P4,0,0,0,0,
1,-,-,5,4,P4,0,0,1,0,P3 
2,-,-,5,3,P4,0,0,2,0,P3 
3,-,-,5,2,P3,0,0,2,1,P4 
4,-,-,4,2,P3,0,0,2,2,P4 
5,-,-,3,2,P3,0,0,2,3,P4 
6,-,-,2,2,P4,0,0,3,3,P3 
7,1,4,2,1,P4,1,1,4,3,P1 P2 P3 
8,1,4,2,0,P3,2,2,4,3,P1 P2 
9,1,4,1,0,P3,3,3,4,3,P1 P2 
10,1,4,0,0,P1,3,4,4,3,P2 
11,0,4,0,0,P2,3,4,4,3,
12,0,3,0,0,P2,3,4,4,3,
13,0,2,0,0,P2,3,4,4,3,
14,0,1,0,0,P2,3,4,4,3,
15,0,0,0,0,P0,3,4,4,3,
