Type of Scheduler: Priority High -> Low(Preemptive)
Number of Processes: 4

1,0,2
3,2,10
1,10,13
4,13,19
2,19,22

0,5,-,-,-,P1,0,0,0,0,
1,4,3,-,-,P1,0,1,0,0,P2 
2,3,3,8,-,P3,1,2,0,0,P1 P2 
3,3,3,7,6,P3,2,3,0,1,P1 P2 P4 
4,3,3,6,6,P3,3,4,0,2,P1 P2 P4 
5,3,3,5,6,P3,4,5,0,3,P1 P2 P4 
6,3,3,4,6,P3,5,6,0,4,P1 P2 P4 
7,3,3,3,6,P3,6,7,0,5,P1 P2 P4 
8,3,3,2,6,P3,7,8,0,6,P1 P2 P4 
9,3,3,1,6,P3,8,9,0,7,P1 P2 P4 
10,3,3,0,6,P1,8,10,0,8,P2 P4 
11,2,3,0,6,P1,8,11,0,9,P2 P4 
12,1,3,0,6,P1,8,12,0,10,P2 P4 
13,0,3,0,6,P4,8,13,0,10,P2 
14,0,3,0,5,P4,8,14,0,10,P2 
15,0,3,0,4,P4,8,15,0,10,P2 
16,0,3,0,3,P4,8,16,0,10,P2 
17,0,3,0,2,P4,8,17,0,10,P2 
18,0,3,0,1,P4,8,18,0,10,P2 
19,0,3,0,0,P2,8,18,0,10,
20,0,2,0,0,P2,8,18,0,10,
21,0,1,0,0,P2,8,18,0,10,
22,0,0,0,0,P0,8,18,0,10,
