Type of Scheduler: First Come First Serve(Non-Preemptive)
Number of Processes: 4

3,0,8
2,8,18
1,18,22
5,22,27

0,-,-,-,-,P3,-,-,-,-,
1,-,-,7,-,P3,-,-,-1,-,
2,-,10,6,-,P3,-,0,-1,-,P2 
3,4,10,5,-,P3,0,1,-1,-,P1 P2 
4,4,10,4,-,P3,1,2,-1,-,P1 P2 
5,4,10,3,5,P3,2,3,-1,0,P1 P2 P5 
6,4,10,2,5,P3,3,4,-1,1,P1 P2 P5 
7,4,10,1,5,P3,4,5,-1,2,P1 P2 P5 
8,4,10,0,5,P2,5,6,-1,3,P1 P2 P5 
9,4,9,0,5,P2,6,6,-1,4,P1 P5 
10,4,8,0,5,P2,7,6,-1,5,P1 P5 
11,4,7,0,5,P2,8,6,-1,6,P1 P5 
12,4,6,0,5,P2,9,6,-1,7,P1 P5 
13,4,5,0,5,P2,10,6,-1,8,P1 P5 
14,4,4,0,5,P2,11,6,-1,9,P1 P5 
15,4,3,0,5,P2,12,6,-1,10,P1 P5 
16,4,2,0,5,P2,13,6,-1,11,P1 P5 
17,4,1,0,5,P2,14,6,-1,12,P1 P5 
18,4,0,0,5,P1,15,6,-1,13,P1 P5 
19,3,0,0,5,P1,15,6,-1,14,P5 
20,2,0,0,5,P1,15,6,-1,15,P5 
21,1,0,0,5,P1,15,6,-1,16,P5 
22,0,0,0,5,P1,15,6,-1,17,P5 
23,0,0,0,4,P5,15,6,-1,17,
24,0,0,0,3,P5,15,6,-1,17,
25,0,0,0,2,P5,15,6,-1,17,
26,0,0,0,1,P5,15,6,-1,17,
27,0,0,0,0,P5,15,6,-1,17,
