Type of Scheduler: Shortest Job First(Non-Preemptive)
Number of Processes: 4

1,0,5
2,5,8
4,8,14
3,14,22

0,5,-,-,-,P1,0,-,-,-,P1 
1,4,3,-,-,P1,0,0,-,-,P2 
2,3,3,8,-,P1,0,1,0,-,P2 P3 
3,2,3,8,6,P1,0,2,1,0,P2 P3 P4 
4,1,3,8,6,P1,0,3,2,1,P2 P3 P4 
5,0,3,8,6,P1,0,4,3,2,P2 P3 P4 
6,0,2,8,6,P2,0,4,4,3,P3 P4 
7,0,1,8,6,P2,0,4,5,4,P3 P4 
8,0,0,8,6,P2,0,4,6,5,P3 P4 
9,0,0,8,5,P4,0,4,7,5,P3 
10,0,0,8,4,P4,0,4,8,5,P3 
11,0,0,8,3,P4,0,4,9,5,P3 
12,0,0,8,2,P4,0,4,10,5,P3 
13,0,0,8,1,P4,0,4,11,5,P3 
14,0,0,8,0,P3,0,4,12,5,P3 
15,0,0,7,0,P3,0,4,12,5,
16,0,0,6,0,P3,0,4,12,5,
17,0,0,5,0,P3,0,4,12,5,
18,0,0,4,0,P3,0,4,12,5,
19,0,0,3,0,P3,0,4,12,5,
20,0,0,2,0,P3,0,4,12,5,
21,0,0,1,0,P3,0,4,12,5,
22,0,0,0,0,P3,0,4,12,5,
